name,aff_no,state,district,address,pincode,ph_no,email,website,status
JEEVAN JYOTI CONVENT HIGH SCHOOL,1030906,MADHYA PRADESH,GUNA,KADWAYA ROAD,473335,,srjudisj@gmail.com,http://www.jeevanjyotiisagarh.org,Secondary School
SREE SHANTHI ANAND VIDYALAYA,1930511,TAMILNADU,KANCHEEPURAM,"SURVEY NO 509, THIRUMUDIVAKKAM,  OPP. TO SIDCO.",600044,,principal@sreeshanthianandvidyalaya.in,,Senior Secondary
KENDRIYA VIDYALAYA NO 1,1100003,MAHARASHTRA,MUMBAI,NAVY NAGAR COLOBA MUMBAI MAHARASHTRA,400005,022,roopakatiyar16@gmail.com,,Senior Secondary
LORD'S INTERNATIONAL SCHOOL,1730322,RAJASTHAN,ALWAR,ALWAR - TIZARA- DELHI HIGHWAY,301028,033,principallis2005@gmail.com,http://www.lsakolkata.com,Senior Secondary
SARASWATI SHISHU MANDIR,3430104,JHARKHAND,DHANBAD,SHYAMDIH KATRAS BAZAR DISTT.DHANBAD JHARKHAND,828114,0326,singhsachitanand@gmail.com,,Senior Secondary
SAHODAYA CONVENT,1030328,MADHYA PRADESH,INDORE,"BADOLI HAUJ, DISTT INDORE, MADHYA PRADESH",453115,,mandamatai.27@gmail.com,,Senior Secondary
UDAY PUBLIC SCHOOL,2132539,UTTAR PRADESH,GAUTAM BUDH NAGAR,"VILL. & POST CHIPIYANA BUZURG, TEH.- DADRI, GAUTAM BUDH NAGAR",201009,0479,udayprincipal017@gmail.com,http://www.udaypublicschool.com,Secondary School
D C CONVENT SCHOOL,2730485,DELHI,SOUTH WEST DELHI,RZ-115 D SHIV ENCLAE CHAON ROAD NAJAFGARH NEW DELHI,110043,011,anjudagarkhatri@gmail.com,,Secondary School
KENDRIYA VIDYALAYA,3500024,UTTARAKHAND,,I.T.B.P. SEEMA DWAR DEHRADUN UTTARANCHAL,248146,,mikkikhulbe1965@gmail.com,,Senior Secondary
ST GREGORIOS CENTRAL SCHOOL,930492,KERALA,KOLLAM,KUTHIRAPPANTHI PO THAZHAVA KARUNAGAPPALLY KOLLAM DIST KERALA,690523,0476,sobhasoman111@gmail.com,http://www.stgcschool.com,Senior Secondary
SANJO CONVENT SCHOOL,1130233,MAHARASHTRA,CHANDRAPUR,"AT POST GONDPIPRI, CHANDRAPUR",442702,00965,srtensycsc@gmail.com,,Senior Secondary
GOVERNMENT SECONDARY SCHOOL,1820164,SIKKIM,WEST DISTRICT,"P.O. PELLING, WEST SIKKIM",737113,,nkpelling@gmail.com,,Secondary School
CENTRAL ACADEMY ENGLISH MEDIUM SCHOOL,1030778,MADHYA PRADESH,SATNA,GIRGITA ROAD HARNAMPUR MAIHAR,485771,,shivastava1972@yahoo.in,http://centralacademymaihar.com,Senior Secondary
APEX ADVANCE STUDIES PUBLIC SCHOOL,3530424,UTTARAKHAND,HARIDWAR,VILL BHAGWANPUR CHANDANPUR ROORKEE,247664,,apexroorkee@gmail.com,http://www.apeximt.org.in,Secondary School
CAMPION INTERNATIONAL SCHOOL,2430218,WEST BENGAL,SILIGURI,P.O SUKNA,734009,,kailashdewan@hotmail.com,,Middle Class
"DELHI PUBLIC SCHOOL,B-1,SECTOR-132,EXPRESSWAY,GAUTAM BUDDH NAGAR,NOIDA",2131698,UTTAR PRADESH,GAUTAM BUDH NAGAR,"B-1,SECTOR-132,EXPRESSWAY, GAUTAM BUDDH NAGAR,NOIDA,U.P. -201301",201301,,principal@dps-gbn.org,http://www.dps-gbn.org,Senior Secondary
ST. MARY'S ENGLISH MEDIUM SCHOOL,930764,KERALA,KOLLAM,"ULIYAKOVIL, P.O. - KOLLAM DISTT.",691019,0474,manju.rajeev73@gmail.com,,Senior Secondary
TRINITY INTERNATIONAL SCHOOL,1130707,MAHARASHTRA,PUNE,"SR NO 25 7 27, KONDHWA ANNEXE ROAD, NEAR BOPDEV GHAT",411048,,kjeitispune@gmail.com,http://www.trinityinternationalschool.in,Secondary School
SWAMY VIVEKANANDA VIDYANIKETANA SCHOOL,830555,KARNATAKA,BANGALORE,"ATTIBELE INDUSTRIAL AREA, GUDDAHATTI ROAD,
NERALUR, ANEKAL TALUK,",562107,,usn2678@gmail.com,http://www.svvntrust.org,Secondary School
"VIVEK TECHNO SCHOOL,NAGAUR",1730735,RAJASTHAN,JAIPUR,"VTS CAMPUS NH 89 GOGELAW, NAGAUR",341001,,principalnagaur@vivektechno.ac.in,http://www.vivektechno.ac.in,Middle Class
KENDRIYA VIDYALAYA NO.1,400015,GUJARAT,KUTCH-BHUJ,AIR FORCE STATION BHUJ (KUTCH) GUJARAT,370001,,raianandp@gmail.com,,Senior Secondary
VIVEKANANDA KENDRA VIDYALAYA,230079,ASSAM,NALBARI,"P.O. SANDHELI
VIA : GOPAL BAZAR
DIST. NALBARI (ASSAM)
PIN-781353",781353,08548,prahlad_gogoi@yahoo.co.in,http://www.vkvnlb.com,Senior Secondary
RAJKIYA PRATIBHA VIKAS VIDYALAYA,2754106,DELHI,,B-1 VASANT KUNJ NEW DELHI,110070,09872,rpvvvasantkunj@gmail.com,,Senior Secondary
PRABHU DAYAL PUBLIC SCHOOL,2730064,DELHI,NORTH WEST DELHI,BLOCK-A DAKSHINI SHALIMAR BAGH DELHI,110052,011,aksharma@live.com,http:/www.pdpschool.com,Senior Secondary
HIMALAYA PUBLIC SCHOOL,3530390,UTTARAKHAND,PITHORAGARH,"JAGDAMBA COLONY, NEAR STADIUM, PITHORAGARH",262501,,himalayapublicschoolpit@gmail.com,,Secondary School
J.P. ACADEMY,2132128,UTTAR PRADESH,BAGHPAT,MUBARIKPUR ROAD,250101,,jpacademy2015@gmail.com,http://jpacdemymubrikpurbaghpat.hpage.com,Senior Secondary
INDIAN PUBLIC SCHOOL,830200,KARNATAKA,BANGALORE,"1ST  A MAIN ROAD, VIJNANAGAR, BANGALORE - 560 037",560037,01681,ns2007kumar@gmail.com,http://www.ips.org,Secondary School
"ODISHA ADARSH VIDYALAYA,",1520106,ODISHA,,"BAPANPALLY, PODIA BLOCK, MALKAGIRI, ODISHA.",,,,,Secondary School
GRAMYANCHAL PUBLIC SCHOOL,2130769,UTTAR PRADESH,,HAIDERGARH BARABANKI UP,245910,,principal.gps14@gmail.com,,Senior Secondary
SARVODAYA BAL VIDYALAYA,2756181,DELHI,WEST DELHI,"JANTA FLAT, HASTSAL, NEW DELHI-110059",110018,011,mlgangwar4@gmail.in,,Senior Secondary
SUKHPAL SENIOR SECONDARY SCHOOL,530911,HARYANA,AMBALA,"V.P.O. UGALA, AMBALA, BARARA,",133205,,sukhpalugala@gmail.com,,Senior Secondary
ST.DOMINIC CONVENT ENGLISH MEDIUM SCHOOL,931055,KERALA,PALAKKAD,"MANNARKKAD, PERIMABADARI P.O
MANARCADU, PALAKAD,",678762,,stdominicmkd@gmail.com,,Secondary School
KERALA EDUCATION SOCIETY SR SEC SCH,2774009,DELHI,CENTRAL DELHI,CANNING ROAD NEW DELHI,110001,011,principalkscanningroad@gmail.com,,Senior Secondary
SURAJ GYAN MODERN PUBLIC SCHOOL,2131982,UTTAR PRADESH,JALAUN,PANCHANAN CHAURAHA JALAUN ROAD KONCH DISTRICT JALAUN UP,285205,,manishniranjan31@gmail.com,,Senior Secondary
M.R.N. PUBLIC SCHOOL,531287,HARYANA,SONEPAT,"M.R.N. PUBLIC SCHOOL RINDHANA, RINDHANA DHANANA ROAD, TEH GOHANA DIATRICT SONEPAT-131304",131304,,gauravk021@gmail.com,,Secondary School
R.P. PUBLIC SCHOOL,2131245,UTTAR PRADESH,BIJNOUR,R.P.PUBLIC SCHOOL. TELIPARA,246149,01905,ajit101singh03@yahoo.com,,Senior Secondary
ST. JOSEPH'S CENTRAL SCHOOL,830023,KARNATAKA,MYSORE,VIJAYANAGAR  II STAGE MYSORE KARNATAKA,570017,0821,frjomicj@gmail.com,http://www.ssrvm.org,Secondary School
AMBIKA DEVI HIGH SCHOOL,2130315,UTTAR PRADESH,MIRZAPUR,PANAURI KALAN DISTT. MIRZAPUR UTTAR PRADESH,231211,05442,principal@adhsmirzapur.co.in,,Senior Secondary
SRI SATHYA SAI VIDYA VIHAR,130060,ANDHRA PRADESH,,SECTOR - 8 MUVVALAVANIPALEM COLONY VISAKHAPATNAM ANDHRA PRADESH,530017,0891,kausalya.ayyagari@gmail.com,http://www.nbps.in,Secondary School
GOVT SARVODAYA KANYA VIDYALAYA,2766011,DELHI,,UTTAM NAGAR NEW DELHI,110059,011,skvhos@gmail.com,,Senior Secondary
D A V RUKMINI BANARSI KEDIA SCHOOL,6230005,FOREIGN SCHOOLS,NEPAL,SHREEPUR BIRGANJ NEPAL,,00977,chaterjji@yahoo.com,,Senior Secondary
DRONACHARYA SR. SEC. SCHOOL,530945,HARYANA,JHAJJAR,"DRONACHARYA SR. SEC. SCHOOL V.PO. MUBARIKPUR
TEH.&DISTT. JHAJJAR
HARYANA
124109",124109,01635,vsy335@gmail.com,,Senior Secondary
WOODBINE FLORET PUBLIC SCHOOL,2130806,UTTAR PRADESH,ALIGARH,ANOOPSHAHR ROAD ALIGARH UP,202002,0121,singhkrishnasuresh@yahoo.com,,Senior Secondary
NRM HOLLY HEART CONVENT SCHOOL,1630471,PUNJAB,MANSA,"OPP. RADHA SWAMI SATSANG BHAWAN, BOHA BUDHDADA, MANSA, PUNJAB",151503,01652,skparashar15@yahoo.com,http://www.nrmholyheart.com,Senior Secondary
KENDRIYA VIDYALAYA,2100072,UTTAR PRADESH,,GOVT OPIUM AND ALKOLOID WORKS GAZIPUR UTTAR PRADESH,233001,044,kvghazipur86@gmail.com,ww.kv2kalpakkam.tn.nic.in,Senior Secondary
VARDHAMAN PUBLIC SCHOOL,1030556,MADHYA PRADESH,HOSHANGABAD,"SURAJGANI, ITARSI",461111,,varshamishra81@gmail.com,,Senior Secondary
"DHRUV URMILA VIDYAPEETH,ONKARPURI",330760,BIHAR,CHAMPARAN EAST,"RADHIYA,EAST CHAMPARAN",845458,,director@duvonkarpuri.in,http://www.duvonkarpuri.in,Secondary School
CENTRAL PUBLIC SCHOOL,330041,BIHAR,SAMASTIPUR,TAJPUR ROAD SAMASTIPUR BIHAR,848101,06274,mdariftraveller@gmail.com,,Senior Secondary
JOY & CHAMPION PUBLIC SCHOOL,1030250,MADHYA PRADESH,SAGAR,OPP IIT BARA KARILA KHUROI ROAD SAGAR MADHYA PRADESH,472002,07582,pankaj.mukharyaa12@gmail.com,http://www.rukmanidevischool.com,Senior Secondary
THE EDEN SCHOOL,2132775,UTTAR PRADESH,MIRZAPUR,"GARAUDI, ADALHAT, MIRZAPUR",231302,,edenmzp@gmail.com,http://www.theedenschool.in,Secondary School
PATNA CONVENT,330495,BIHAR,PATNA,"SHIVAJI CHOWK
RAM KRISHNA NAGAR,KANKERBAGH, SAMPATCHAK, PATNA, BIHAR.",800027,,patnaconventschool@gmail.com,,Secondary School
RAO NIHAL SINGH PUBLIC SCHOOL,530470,HARYANA,REWARI,VPO DARAULI DISTT & TEH REWARI HARYANA,123411,0130,principal@raonihalsinghpublicschool.com,,Senior Secondary
K.L.N.VIDYALAYA,1930714,TAMILNADU,MADURAI,"KOZHIMEDU, VIRAHANOOR POST,MADURAI-9",625009,,klnvidyalaya@gmail.com,,Secondary School
EVERGREEN PUBLIC SCHOOL,930747,KERALA,KOZHIKODE,"MUYIPPOTH POST MEPPAYYUR KOYILANDY, DISTT KOZHIKODE KERALA",673524,0496,principalegps@gmail.com,,Senior Secondary
S.J.P.N. TRUST SCHOOL,830743,KARNATAKA,BELGAUM,"NIDASOSHI, 
TQ: HUKKERI, 
DIST: BELGAUM,",591236,,umeshnaik1411@gmail.com,,Middle Class
D.A.V.EDWARD GANJ PUBLIC SCHOOL,1630086,PUNJAB,,MALOUT DISTT:- FARIDKOT PUNJAB,152107,01637,pgcsharma@yahoo.co.in,,Senior Secondary
SWEET BLOSSOMS SCHOOL,1630825,PUNJAB,MANSA,"SIRSA ROAD, SARDULGARH, PUNJAB",151507,,poojataneja81@gmail.com,,Secondary School
JAWAHAR NAVODAYA VIDYALAYA,1540021,ODISHA,,AT/PO KHATIGUDA DISTT NABARNGPUR ORISSA,764085,06858,srikant.rath2012@gmail.com,,Senior Secondary
"SENIOR SECONDARY DELHI PUBLIC SCHOOL, SAHARSA",330325,BIHAR,SAHARSA,SAHARSA,852201,06758,knjha6552@gmail.com,http://www.dpssaharsa.com,Senior Secondary
MANDSAUR INTERNATIONAL SCHOOL,1030602,MADHYA PRADESH,MANDSAUR,"B.R.N.C.O.P., CAMPUS, MHOW-NEEMUCH ROAD,NEAR KRISHI UPAJ MANDI,MANDSAUR,M.P., PINCODE-458001",458001,0124,principal.mis@meu.edu.in,http://www.mismandsaur.org,Senior Secondary
ST. JOHN'S BAPTIST PUBLIC SCHOOL,530018,HARYANA,PALWAL,SOHNA ROAD PALWAL HARYANA,121102,01275,sushila.dass@yahoo.com,,Secondary School
KENDRIYA VIDYALAYA,2100107,UTTAR PRADESH,MAHOBA,"TILAK BHAWAN, STATION ROAD, MAHOBA, UTTAR PRADESH",210427,05281,kvmahoba@gmail.com,,Senior Secondary
AMITY INTERNATIONAL SCHOOL,530535,HARYANA,GURGAON,SECTOR 46 GURGAON HARYANA,122002,0124,achopra@aisg.amity.edu,http://www.amity.edu,Senior Secondary
SHREE GURUNANK VIDALAYA,3430252,JHARKHAND,GIRIDIH,STATION ROAD GIRIDIH,815301,,sgnv.grd@gmail.com,,Senior Secondary
THE PSBB MILLENNIUM SCHOOL,1930575,TAMILNADU,COIMBATORE,"237 & 238, SOMAYAMPALAYAM, COIMBATORE - 641 108",641108,,hema755psbbm@gmail.com,http://www.psbbmillenniumschool.org,Senior Secondary
PRATAP PUBLIC SCHOOL,1630334,PUNJAB,LUDHIANA,HUMBRAN ROAD LUDHIANA PUNJAB,141008,0161,jagpal.gurshminder@gmail.com,,Senior Secondary
KENDRIYA VIDYALAYA,1100014,MAHARASHTRA,NASIK,"ARTILLERY CENTRE NASIK ROAD CAMP, DISTT NASIK, MAHARASHTRA",422102,0253,principalkvarnrc@yahoo.com,,Senior Secondary
GOVT EDUCATION COMPLEX,3320063,CHATTISGARH,,PARACHAMPAL BASTAR CHHATTISGARH,,,,,Senior Secondary
GOVT HR SEC SCHOOL,2220054,ARUNACHAL PRADESH,,NAFRA VIA- BOMDILA DT- WEST KAMENG ARUNACHAL PRADESH,790001,07836,principalghssnafra@yahoo.co.in,,Senior Secondary
LITTLE FLOWER'S PUBLIC SR SEC SCHOOL,2730113,DELHI,NORTH EAST DELHI,SHIVAJI PARK BABARPUR ROAD SHAHDARA DELHI,110032,011,neetaduaa@gmail.com,,Senior Secondary
KENDRIYA VIDYALAYA NO 2,300008,BIHAR,GAYA,A S C CENTRE (NORTH) PAHARPUR GAYA BIHAR,823005,,bk_bachle@yahoo.in,,Senior Secondary
VIVEKANANDA KENDRA VIDYALAYA,2230021,ARUNACHAL PRADESH,ITANAGAR,P O BOX NO 136 POST ITANAGAR DISTRICT  ARUNACHAL PRADESH,791111,0360,vkvitanagar@vkvapt.org,,Senior Secondary
ANAND PUBLIC SCHOOL,530175,HARYANA,YAMUNANAGAR,D-77 PROFESSOR COLONY YAMUNA NAGAR HARYANA,135001,01732,gupta.nidhi00002@gmail.com,,Senior Secondary
ST.XAVIERS HIGH SCHOOL,3330223,CHATTISGARH,BILASPUR,"NEAR AYAKAR BHAWAN,BHARATIYA NAGAR, VYAPARVIHAR ROAD,",495001,07752,bibhutibhushan_mahata@yahoo.com,http://www.stxaviersbilaspur.com,Secondary School
LITTLE FLOWER INTERNATIONAL SCHOOL,2132367,UTTAR PRADESH,MAU,"VILLAGE KHALISHPUR, POST ADARI, PARGANA GHOSI, MAU",225102,,lfis.mau@gmail.com,http://www.lfis.co.in,Secondary School
KENDRIYA VIDYALAYA,2100048,UTTAR PRADESH,SONEBHADRA,P.O. BIJPUR RIHAND NAGAR DISTT SONEBHADRA UTTAR PRADESH,231223,0512,rkbharati1960@gmail.com,http://www.kv1chakeri.org,Senior Secondary
DR. G.R. PUBLIC SCHOOL,930229,KERALA,THIRUVANANTHAPURAM,OORUTTUKALA NEYYATTUNKARA THIRUVANTHAPURAM,695121,0471,joe.amj@gmail.com,drgrpublicschool.com,Senior Secondary
SUN VALLEY INTERNATIONAL SCHOOL,1630767,PUNJAB,HOSHIARPUR,"V.P.O KATHE, CHAKKOWAL MAIN ROAD SHAM CHAURASI, HOSHIARPUR, PUNJAB",144105,,svisinstitute@yahoo.com,http://www.sunvalleyinternational.org,Senior Secondary
NAVNIRMAN HIGH ENGLISH MEDIUM SCHOOL,1130433,MAHARASHTRA,RATNAGIRI,"P-63, MIDC, AT. MIRJOLE, RATNAGIRI",415639,,najmam40@gmail.com,,Secondary School
VAHE GLOBAL ACADEMY,830724,KARNATAKA,BANGALORE,"SY NO:33/1,KACHMARANA HALLI,GUNJUR, VARTHUR, BANGALORE.",560087,,reachus@vaheglobalacademy.org,http://www.vaheglobal.org,Middle Class
DAV PUBLIC SCHOOL,1630060,PUNJAB,LUDHIANA,BLOCK C BHAI RANDHIR SINGH NAGAR LUDHIANA PUNJAB,144001,0161,jksidhu66@gmail.com,,Senior Secondary
PRESTON INTERNATIONAL ACADEMY,2132758,UTTAR PRADESH,LUCKNOW,"HARDOI ROAD, ADJACENT KAKORI RAILWAY FLYOVER",227107,,prestoninternational2015@gmail.com,http://preston.ac.in/,Secondary School
ANGEL HIGH SCHOOL,330474,BIHAR,DARBHANGA,"SHAIR MOHAMMAD,BHIGO, DARBHANGA",846004,,angel.highschool@yahoo.in,,Senior Secondary
RAMSHREE INDIA INTERNATIONAL SCHOOL,1030267,MADHYA PRADESH,GWALIOR,CHIRWAI NAKA SHIVPURI LINK ROAD GWALIOR MADHYA PRADESH,474001,0751,ashwinitambat.31@gmail.com,,Senior Secondary
VIVEKANANDA PUBLIC SCHOOL.,931000,KERALA,ERNAKULAM,PAZHOOR P.O.,686664,,rajeshksktm@yahoo.in,,Secondary School
JYOTHISHMATI ACADEMY,3630033,TELANGANA,KARIMNAGAR,9/3  KM HYDERABAD ROAD NUSTULAPUR VILLAGE KARIM NAGAR DIST. ANDHRA PRADESH,505481,087822,,,Secondary School
HARE KRISHNA WORLD SCHOOL,531350,HARYANA,GURGAON,"ASHRAM HARI MANDIR,PATAUDI",122503,,devprajanya@gmail.com,,Senior Secondary
BHARTIYA BAL VIDYA MANDIR SCHOOL,2131108,UTTAR PRADESH,AGRA,"ANSAL TOWN, BAGDA ROAD, BAROLI AHEER, SHAMSABAD ROAD",282001,0121,bbvmsumit@hotmail.com,,Senior Secondary
ALL SAINTS SCHOOL,2130386,UTTAR PRADESH,BULANDSHAHAR,DELHI ROAD BULANDSHAHAR,203001,05732,allsaints.bsr@gmail.com,,Senior Secondary
ROYAL RAJASTHAN PUBLIC SCHOOL,1730572,RAJASTHAN,SIROHI,"KHASRA NO.318, RISHIKESH ROAD, UMARNI, ABU ROAD, SIROHI",307026,,royalrajasthanschool@gmail.com,http://www.rrps.edu.in,Senior Secondary
KENDRIYA VIDYALAYA,1500025,ODISHA,SUNDARGARH,SUNDARGARH AT BHAWANIPUR PO SANKARA DISTT SUNDARGARH ORISSA,770020,06622,sksrivastava104b@gmail.com,http://www.kvdimapur.g,Senior Secondary
E- SHAN PUBLIC SCHOOL,2131513,UTTAR PRADESH,AZAMGARH,"ROHUWA, MUSTAFABAD, DISTT AZAMGARH, UTTAR PRADESH",276202,,santkumar1703@gmail.com,,Senior Secondary
BABA NANNE NATH GOVT SARVODAYA KANYA,2760009,DELHI,,VIDYALAYA KHERA KALAN DELHI,110082,,bnn1310039skv@gmail.com,,Senior Secondary
GYAN AKSHAR SCHOOL,430177,GUJARAT,MEHSANA,"POST-AITOR, UNJHA-VISNAGAR ROAD",384170,,unjhahbkapadia@gmail.com,,Secondary School
SHREE ADITYA NARAYAN SINGH PUBLIC SCHOOL,2131667,UTTAR PRADESH,VARANASI,DHARSAUNA CHOLAPUR VARANASI,221101,,santoshkumarsingh745@gmail.com,,Senior Secondary
FLORENCE CONVENT SCHOOL,630150,HIMACHAL PRADESH,SOLAN,"VILLAGE GODHON THARI, P.O. SUBATHU, DISTT. SOLAN, H.P.-173206",173206,01792,upasnavashishta@gmail.com,,Senior Secondary
ARYA VIDYA MANDIR SR. SECONDARY SCHOOL,530888,HARYANA,FARIDABAD,"ARYA NAGAR, MILK PLANT ROAD, BALLABGARH, FARIDABAD,",121004,0499,sunilthakur3070@gmail.com,,Senior Secondary
COLUMBIA CONVENT INSTITUTE,2130748,UTTAR PRADESH,GHAZIABAD,MEERUT ROAD MORTA GHAZIABAD UP,201001,0120,rakeshchandra1965@gmail.com,,Senior Secondary
M.S.V PUBLIC SCHOOL,830343,KARNATAKA,BANGALORE,"NELAMANAGALA ROAD
DODDABALLAPUR",561203,,msv.academics@gmail.com,http://www.msvidyapeetatrust.org,Secondary School
HASEEN CHISHTI ISLAMIA COLLEGE(JUNI),1230046,MANIPUR,MANIPUR EAST,"FALCON BRITISH ACADEMY
RAHMANIA BUILDING 
THANGAL BAZAR",795005,,haseenchishtiislamiacollege@gmail.com,http://www.haseenchishtiislamiacollege.g,Secondary School
ARWACHIN BHARTI BHAVAN SR SEC SCHOOL,2772001,DELHI,,BALBIR NAGAR SHAHDARA DELHI,110032,,sharmavinita2040@gmail.com,,Senior Secondary
NORTHERN INDIA PUBLIC SCHOOL,2131963,UTTAR PRADESH,JYOTIBA PHULE NAGAR,"211, JALALPUR KALAN, GAJRAULA (U.P.)",244235,,upadhyayopn@gmail.com,http://www.nipseducation.in,Secondary School
NARAYANAPILLAI MEMORIAL VIDYA KENDRA,1930399,TAMILNADU,KANYAKUMARI,"CHITHARAL & POST, KANYAKUMARI DISTRICT, TAMILNADU",629151,,manjuvsnair@gmail.com,,Senior Secondary
MAHARANI KISHORI DEVI GIRLS SCHOOL,1730436,RAJASTHAN,BIKANER,"NH-11, JAIPUR ROAD, BIKANER",334001,07462,pepinogrover@yahoo.in,,Senior Secondary
JAWAHAR NAVODAYA VIDYALAYA,340025,BIHAR,BUXAR,NAWA NAGAR BUXAR BIHAR,802119,0172,sinha.akumar33@gmail.com,,Senior Secondary
RAI SAHEB BHANWAR SINGH PUBLIC SCHOOL,1030418,MADHYA PRADESH,SEHORE,"RALA, POST-NANDGAON, TEH - NASRULLAGANJ,  DISTT. - SEHORE (M.P.)",466331,,rsbspublic.school@gmail.com,http://www.rsbspublicschool.com,Senior Secondary
RAJKIYA PRATIBHA VIKAS VIDYALAYA,2750131,DELHI,,SECTOR A-10 POCKET 5 NARELA DELHI,110040,011,raj_1969@rediffmail.com,,Senior Secondary
VASISHTHA GENESIS SCHOOL,430307,GUJARAT,SURAT,"AT. & POST. -BABEN,  OPPOSITE AVADH LIFE STYLE,  BARDOLI,  DISTRICT -SURAT",394601,,lnsingh003@gmail.com,http://www.bardoli.vasishtha.ac.in,Secondary School
J. P. EDUCATION ACADEMY,2132627,UTTAR PRADESH,KANNOJ,"VILLAGE UNCHA, PARGANA TALGRAM, TIRWA ROAD, NEAR POWER HOUSE, GURSAHAIGANJ, KANNAUJ",209722,,jpeducationacademyghj@gmail.com,http://jpeducationacademy.com,Secondary School
ARUNODAYA PUBLIC SCHOOL,2730374,DELHI,,1-A INDUSTRIAL AREA KARKARDOOMA DELHI,110092,,sangeetanagar4@gmail.com,,Senior Secondary
KHADEEJA ENGLISH SCHOOL,930403,KERALA,MALAPPURAM,MANJERI DISTT MALAPPURAM KERALA,676122,0493,georgemtmavara@gmail.com,,Secondary School
SWAMI VIVEKANAND GOVT MODEL SCHOOL,1720060,RAJASTHAN,ALWAR,"BLOCK & TEH- BANSUR VILL- GUTASHAHPUR, DISTT- ALWAR",,,ram.arun2015@gmail.com,,Senior Secondary
THE CENTRAL COUNTY SCHOOL,1130344,MAHARASHTRA,NAGPUR,"RAJENDRA NAGAR, POST-JAITALA, NAGPUR-16",440016,,bharatighulaxe@gmail.com,http://www.tccsngp.org,Secondary School
SWAMI VIVEKANAND GOVERNMENT MODEL SCHOOL,1720094,RAJASTHAN,,"TALKIYA, BLOCK-JAITARAN, DIST, PALI, RAJASTHAN-306302",,,malwiyask@gmail.com,,Secondary School
ANAND NIKETAN BHADAJ,430341,GUJARAT,AHMEDABAD,"SCIENCE CITY, OFF S.P. RING ROAD, BHADAJ-RANCHHODPURA ROAD,",380060,,vaishali.parikh@anandniketan.org,http://www.anandniketan.org,Secondary School
KENDRIYA VIDYALAYA,100039,ANDHRA PRADESH,VISAKHAPATNAM,INS KALINGA CHEPALA UPPADA POST BHEEMUNIPATNAM (VIA) VISAKHAPATNAM D ANDHRA PRADESH,531163,0891,kvinskalinga2015@gmail.com,http://www.kvno1kota.nic,Senior Secondary
SYMBIOSIS PUBLIC SCHOOL,3430392,JHARKHAND,DHANBAD,"BARWADDA,NH-2
KALYANPUR,DHANBAD
826004
JHARKHAND",826004,,symbiosispublicschool@yahoo.in,http://www.symbiosisdhn.org,Senior Secondary
JAWHAR NAVODAYA VIDYALAYA,2140069,UTTAR PRADESH,,"MEHRA PURWA, DEIA, DT. DEIA , UP 274 001",,,,,Secondary School
SWISS COTTAGE SCHOOL,2730748,DELHI,SOUTH WEST DELHI,"HOUSE NO. SALAHPUR, COLONY BIJWASON,",110061,,principal@swisscottageschool.in,,Secondary School
RASHTRIYA MILITARY SCHOOL,880002,KARNATAKA,BANGALORE,POST BOX NO.250 RICHMOND TOWN P.O BANGALORE KARNATAKA,560025,080,parsha_67@yahoo.com,,Senior Secondary
SHREE ARYA RAKSHIT SHIKSHA SANSKAR ACADEMY,1031000,MADHYA PRADESH,UJJAIN,ABHUDAYPOORAM NEAR TOLL BADNAGAR ROAD VILLAGE MANGROLA UJJAIN,456001,,mkeeindia@yahoo.com,,Secondary School
JAWAHAR NAVODAYA VIDYALAYA,1140021,MAHARASHTRA,AHMEDNAGAR,TAKLI  DHOKESHWAR TAHSI-PARNER AHMEDNAGAR MAHARASHTRA,414304,02488,sknallath@yahoo.co.in,,Senior Secondary
SHREE VIDHYA ASHRAM INTERNATIONAL SCHOOL,1730828,RAJASTHAN,JAIPUR,V.P.O.CHIMANPURA,303103,,hukhamyadav@gmail.com,,Secondary School
VIDYANJALI GRAMMAR SCHOOL,3630195,TELANGANA,RANGAREDDY,"H.NO.9/3/6 DOCTORS COLONY
L.B.NAGAR",500041,,anuvajpeyas@gmail.com,http://www.vgsedu.com,Middle Class
GOVT SEC SCHOOL (TAMIL & ENGLISH),2520007,ANDAMAN & NICOBAR,,HADDO POST PT BLAIR A & N ISLANDS,744102,03192,hmgss_htem10@rediffmail.com,,Secondary School
SAINT JOSEPHS SCHOOL,2230073,ARUNACHAL PRADESH,WEST SIANG,"KAYING, AALO,WEST SIANG (DIST), ARUNACHAL PRADESH
PIN: 791001",791001,,fjacob@rocketmail.com,,Secondary School
GOVT SARVODAYA CO-ED SR SEC SCHOOL,2756061,DELHI,,B-4 PASCHIM VIHAR NEW DELHI,110063,011,lalitgupta1956@gmail.com,,Senior Secondary
KENDRIYA VIDYALAYA,2700011,DELHI,,C R P F CAMP JHARODAKALAN NEW DELHI,110072,0364,kvjkdelhi@yahoo.co.in,http://www.kvnehu.g,Senior Secondary
H.S.PUBLIC SCHOOL,2132237,UTTAR PRADESH,HAPUR,"VILL- KASTLA KASMABAD,HAPUR,UP",245304,0361,hsps59222@gmail.com,http://www.hsps.com,Secondary School
KENDRIYA VIDYALAYA,1900022,TAMILNADU,CHENNAI,D G Q A COMPLEX PAZHAVANTHANGAL CHENNAI TAMIL NADU,600114,0422,rveelakshmi@gmail.com,http://www.kvno1kota.nic,Senior Secondary
